userId,storeId,rating,timestamp
0,0,4,1667461566.133628
0,1,3,1667461566.133628
0,2,4,1667461566.133628
0,3,2,1667461566.133628
0,4,2,1667461566.133628
0,5,5,1667461566.133628
0,6,4,1667461566.133628
0,8,5,1667461566.133628
0,9,2,1667461566.133628
0,10,1,1667461566.133628
0,11,4,1667461566.133628
0,12,1,1667461566.133628
0,13,3,1667461566.133628
0,16,4,1667461566.133628
0,17,5,1667461566.133628
0,18,3,1667461566.133628
0,20,4,1667461566.133628
0,21,4,1667461566.133628
0,22,2,1667461566.133628
0,23,2,1667461566.133628
0,24,1,1667461566.133628
0,27,3,1667461566.133628
0,28,4,1667461566.133628
0,29,1,1667461566.133628
0,30,5,1667461566.133628
0,32,3,1667461566.133628
0,34,3,1667461566.133628
0,35,5,1667461566.133628
0,36,1,1667461566.133628
0,37,4,1667461566.133628
0,38,3,1667461566.133628
0,40,4,1667461566.133628
0,42,1,1667461566.133628
0,43,5,1667461566.133628
0,44,1,1667461566.133628
0,45,2,1667461566.133628
0,46,2,1667461566.133628
0,47,3,1667461566.133628
0,48,3,1667461566.133628
0,49,1,1667461566.133628
0,50,3,1667461566.133628
0,51,2,1667461566.133628
0,52,3,1667461566.133628
0,54,1,1667461566.133628
0,55,5,1667461566.133628
0,56,2,1667461566.133628
0,57,4,1667461566.133628
0,58,1,1667461566.133628
0,61,4,1667461566.133628
0,62,4,1667461566.133628
0,63,1,1667461566.133628
0,64,3,1667461566.133628
0,67,5,1667461566.133628
0,69,3,1667461566.133628
0,70,4,1667461566.133628
0,71,5,1667461566.133628
0,73,4,1667461566.133628
0,74,1,1667461566.133628
0,75,2,1667461566.133628
0,76,3,1667461566.133628
0,78,2,1667461566.133628
0,79,1,1667461566.133628
0,81,3,1667461566.133628
0,82,2,1667461566.133628
0,86,4,1667461566.133628
0,88,5,1667461566.133628
0,89,4,1667461566.133628
0,91,2,1667461566.133628
0,92,1,1667461566.133628
0,93,2,1667461566.133628
0,94,4,1667461566.133628
0,95,2,1667461566.133628
0,96,3,1667461566.133628
0,97,2,1667461566.133628
0,98,1,1667461566.133628
0,99,2,1667461566.133628
0,100,2,1667461566.133628
0,101,3,1667461566.133628
0,102,2,1667461566.133628
0,103,4,1667461566.133628
0,105,1,1667461566.133628
0,108,1,1667461566.133628
0,109,1,1667461566.133628
0,110,5,1667461566.133628
0,111,2,1667461566.133628
0,112,3,1667461566.133628
0,113,4,1667461566.133628
0,114,5,1667461566.133628
0,115,3,1667461566.133628
0,116,5,1667461566.133628
0,117,4,1667461566.133628
0,119,1,1667461566.133628
0,125,4,1667461566.133628
0,128,3,1667461566.133628
0,129,3,1667461566.133628
0,130,5,1667461566.133628
0,131,2,1667461566.133628
0,133,5,1667461566.133628
0,134,3,1667461566.133628
0,136,4,1667461566.133628
0,137,4,1667461566.133628
0,138,5,1667461566.133628
0,140,2,1667461566.133628
0,141,2,1667461566.133628
0,142,4,1667461566.133628
